ID,Date,Close/Last,Volume,Open,High,Low
46,07/10/2024,232.98,62627690,229.30,233.08,229.25
47,07/09/2024,228.68,48169820,227.93,229.40,226.3721
48,07/08/2024,227.82,59085860,227.09,227.85,223.25
49,07/05/2024,226.34,60412410,221.65,226.45,221.65
50,07/03/2024,221.55,37369800,220.00,221.55,219.03
51,07/02/2024,220.27,58046180,216.15,220.38,215.10
52,07/01/2024,216.75,60402930,212.09,217.51,211.92
53,06/28/2024,210.62,82542720,215.77,216.07,210.30
54,06/27/2024,214.10,49772710,214.69,215.7395,212.35
55,06/26/2024,213.25,66213190,211.50,214.86,210.64
56,06/25/2024,209.07,56713870,209.15,211.38,208.61
57,06/24/2024,208.14,80727010,207.72,212.70,206.59
58,06/21/2024,207.49,246421400,210.39,211.89,207.11
59,06/20/2024,209.68,86172450,213.93,214.24,208.85
60,06/18/2024,214.29,79943250,217.59,218.63,213.00
61,06/17/2024,216.67,93728300,213.37,218.95,212.72
62,06/14/2024,212.49,70122750,213.85,215.17,211.30
63,06/13/2024,214.24,97862730,214.74,216.75,211.60
64,06/12/2024,213.07,198134300,207.37,220.20,206.90
65,06/11/2024,207.15,172373300,193.65,207.16,193.63
66,06/10/2024,193.12,97262080,196.90,197.30,192.15
67,06/07/2024,196.89,53103910,194.65,196.94,194.14
68,06/06/2024,194.48,41181750,195.685,196.50,194.17
69,06/05/2024,195.87,54156790,195.40,196.90,194.87
70,06/04/2024,194.35,47471450,194.635,195.32,193.0342
71,06/03/2024,194.03,50080540,192.90,194.99,192.52
72,05/31/2024,192.25,75158280,191.44,192.57,189.91
73,05/30/2024,191.29,49947940,190.76,192.18,190.63
74,05/29/2024,190.29,53068020,189.61,192.247,189.51
75,05/28/2024,189.99,52280050,191.51,193.00,189.10
76,05/24/2024,189.98,36326980,188.82,190.58,188.0404
77,05/23/2024,186.88,51005920,190.98,191.00,186.625
78,05/22/2024,190.90,34648550,192.265,192.8231,190.27
79,05/21/2024,192.35,42309400,191.09,192.73,190.9201
80,05/20/2024,191.04,44361280,189.325,191.9199,189.01
81,05/17/2024,189.87,41282930,189.51,190.81,189.18
82,05/16/2024,189.84,52845230,190.47,191.095,189.6601
83,05/15/2024,189.72,70399990,187.91,190.65,187.37
84,05/14/2024,187.43,52393620,187.51,188.30,186.29
85,05/13/2024,186.28,72044810,185.435,187.10,184.62
86,05/10/2024,183.05,50759500,184.90,185.09,182.13
87,05/09/2024,184.57,48982970,182.56,184.66,182.11
88,05/08/2024,182.74,45057090,182.85,183.07,181.45
89,05/07/2024,182.40,77305770,183.45,184.90,181.32
90,05/06/2024,181.71,78569670,182.354,184.20,180.42
91,05/03/2024,183.38,163224100,186.645,187.00,182.66
92,05/02/2024,173.03,94214920,172.51,173.415,170.89
93,05/01/2024,169.30,50383150,169.58,172.705,169.11
94,04/30/2024,170.33,65934780,173.33,174.99,170.00
95,04/29/2024,173.50,68169420,173.37,176.03,173.10
96,04/26/2024,169.30,44838350,169.88,171.34,169.18
97,04/25/2024,169.89,50558330,169.525,170.61,168.1511
98,04/24/2024,169.02,48251840,166.54,169.30,166.21
99,04/23/2024,166.90,49537760,165.35,167.05,164.92
100,04/22/2024,165.84,48116440,165.515,167.26,164.77
101,04/19/2024,165.00,68149380,166.21,166.40,164.075
102,04/18/2024,167.04,43122900,168.03,168.64,166.55
103,04/17/2024,168.00,50901210,169.61,170.65,168.00
104,04/16/2024,169.38,73711240,171.75,173.76,168.27
105,04/15/2024,172.69,73531770,175.36,176.63,172.50
106,04/12/2024,176.55,101670900,174.26,178.36,174.21
107,04/11/2024,175.04,91070280,168.34,175.46,168.16
108,04/10/2024,167.78,49709340,168.80,169.09,167.11
109,04/09/2024,169.67,42451210,168.70,170.08,168.35
110,04/08/2024,168.45,37425510,169.03,169.20,168.24
111,04/05/2024,169.58,42104830,169.59,170.39,168.95
112,04/04/2024,168.82,53704390,170.29,171.92,168.82
113,04/03/2024,169.65,47691720,168.79,170.68,168.58
114,04/02/2024,168.84,49329480,169.08,169.34,168.2302
115,04/01/2024,170.03,46240500,171.19,171.25,169.475
116,03/28/2024,171.48,65672690,171.75,172.23,170.51
117,03/27/2024,173.31,60273270,170.41,173.60,170.11
118,03/26/2024,169.71,57388450,170.00,171.42,169.58
119,03/25/2024,170.85,54288330,170.565,171.94,169.45
120,03/22/2024,172.28,71160140,171.76,173.05,170.06
121,03/21/2024,171.37,106181300,177.05,177.49,170.84
122,03/20/2024,178.67,53423100,175.72,178.67,175.09
123,03/19/2024,176.08,55215240,174.34,176.605,173.03
124,03/18/2024,173.72,75604180,175.57,177.71,173.52
125,03/15/2024,172.62,121752700,171.17,172.62,170.285
126,03/14/2024,173.00,72913510,172.91,174.3078,172.05
127,03/13/2024,171.13,52488690,172.77,173.185,170.76
128,03/12/2024,173.23,59825370,173.15,174.03,171.01
129,03/11/2024,172.75,60139470,172.94,174.38,172.05
130,03/08/2024,170.73,76267040,169.00,173.70,168.94
131,03/07/2024,169.00,71765060,169.15,170.73,168.49
132,03/06/2024,169.12,68587710,171.06,171.24,168.68
133,03/05/2024,170.12,95132360,170.76,172.04,169.62
134,03/04/2024,175.10,81510100,176.15,176.90,173.79
135,03/01/2024,179.66,73563080,179.55,180.53,177.38
136,02/29/2024,180.75,136682600,181.27,182.57,179.53
137,02/28/2024,181.42,48953940,182.51,183.12,180.13
138,02/27/2024,182.63,54318850,181.10,183.9225,179.56
139,02/26/2024,181.16,40867420,182.24,182.76,180.65
140,02/23/2024,182.52,45119680,185.01,185.04,182.23
141,02/22/2024,184.37,52292210,183.48,184.955,182.46
142,02/21/2024,182.32,41529670,181.94,182.8888,180.66
143,02/20/2024,181.56,53665550,181.79,182.43,180.00
144,02/16/2024,182.31,49752470,183.42,184.85,181.665
145,02/15/2024,183.86,65434500,183.55,184.49,181.35
146,02/14/2024,184.15,54630520,185.32,185.53,182.44
147,02/13/2024,185.04,56529530,185.77,186.21,183.5128
148,02/12/2024,187.15,41781930,188.415,188.67,186.79
149,02/09/2024,188.85,45155220,188.65,189.99,188.00
150,02/08/2024,188.32,40962050,189.385,189.535,187.35
151,02/07/2024,189.41,53438960,190.64,191.05,188.61
152,02/06/2024,189.30,43490760,186.86,189.31,186.7695
153,02/05/2024,187.68,69668820,188.15,189.25,185.84
154,02/02/2024,185.85,102551700,179.86,187.33,179.25
155,02/01/2024,186.86,64885410,183.985,186.95,183.82
156,01/31/2024,184.40,55467800,187.04,187.095,184.35
157,01/30/2024,188.04,55859370,190.94,191.80,187.47
158,01/29/2024,191.73,47145620,192.01,192.20,189.58
159,01/26/2024,192.42,44594010,194.27,194.76,191.94
160,01/25/2024,194.17,54822130,195.22,196.2675,193.1125
161,01/24/2024,194.50,53631320,195.42,196.38,194.34
162,01/23/2024,195.18,42355590,195.02,195.75,193.8299
163,01/22/2024,193.89,60133850,192.30,195.33,192.26
164,01/19/2024,191.56,68902990,189.33,191.95,188.82
165,01/18/2024,188.63,78005750,186.09,189.14,185.83
166,01/17/2024,182.68,47317430,181.27,182.93,180.30
167,01/16/2024,183.63,65603040,182.16,184.26,180.934
168,01/12/2024,185.92,40477780,186.06,186.74,185.19
169,01/11/2024,185.59,49128410,186.54,187.05,183.62
170,01/10/2024,186.19,46792910,184.35,186.40,183.92
171,01/09/2024,185.14,42841810,183.92,185.15,182.73
172,01/08/2024,185.56,59144470,182.085,185.60,181.50
173,01/05/2024,181.18,62379660,181.99,182.76,180.17
174,01/04/2024,181.91,71983570,182.15,183.0872,180.88
175,01/03/2024,184.25,58414460,184.22,185.88,183.43
176,01/02/2024,185.64,82488670,187.15,188.44,183.885
177,12/29/2023,192.53,42672150,193.90,194.40,191.725
178,12/28/2023,193.58,34049900,194.14,194.66,193.17
179,12/27/2023,193.15,48087680,192.49,193.50,191.09
180,12/26/2023,193.05,28919310,193.61,193.89,192.83
181,12/22/2023,193.60,37149570,195.18,195.41,192.97
182,12/21/2023,194.68,46482550,196.10,197.08,193.50
183,12/20/2023,194.83,52242820,196.90,197.68,194.83
184,12/19/2023,196.94,40714050,196.16,196.95,195.89
185,12/18/2023,195.89,55751860,196.09,196.63,194.39
186,12/15/2023,197.57,128538400,197.53,198.3999,197.00
187,12/14/2023,198.11,66831570,198.02,199.62,196.16
188,12/13/2023,197.96,70404180,195.09,198.00,194.85
189,12/12/2023,194.71,52696900,193.08,194.72,191.721
190,12/11/2023,193.18,60943700,193.11,193.49,191.42
191,12/08/2023,195.71,53406360,194.20,195.99,193.67
192,12/07/2023,194.27,47477660,193.63,195.00,193.59
193,12/06/2023,192.32,41089740,194.45,194.76,192.11
194,12/05/2023,193.42,66628400,190.21,194.40,190.18
195,12/04/2023,189.43,43389520,189.98,190.05,187.4511
196,12/01/2023,191.24,45704820,190.33,191.56,189.23
197,11/30/2023,189.95,48794370,189.84,190.32,188.19
198,11/29/2023,189.37,43014220,190.90,192.09,188.97
199,11/28/2023,190.40,38415420,189.78,191.08,189.40
200,11/27/2023,189.79,40552610,189.92,190.67,188.90
201,11/24/2023,189.97,24048340,190.87,190.90,189.25
202,11/22/2023,191.31,39630010,191.49,192.93,190.825
203,11/21/2023,190.64,38134490,191.41,191.52,189.74
204,11/20/2023,191.45,46538610,189.89,191.905,189.88
205,11/17/2023,189.69,50941400,190.25,190.38,188.57
206,11/16/2023,189.71,54412920,189.57,190.96,188.65
207,11/15/2023,188.01,53790500,187.845,189.50,187.78
208,11/14/2023,187.44,60108380,187.70,188.11,186.30
209,11/13/2023,184.80,43627520,185.82,186.03,184.21
210,11/10/2023,186.40,66177920,183.97,186.565,183.53
211,11/09/2023,182.41,53763540,182.96,184.12,181.81
212,11/08/2023,182.89,49340280,182.35,183.45,181.59
213,11/07/2023,181.82,70529970,179.18,182.44,178.97
214,11/06/2023,179.23,63841310,176.38,179.43,176.21
215,11/03/2023,176.65,79829250,174.24,176.82,173.35
216,11/02/2023,177.57,77334750,175.52,177.78,175.46
217,11/01/2023,173.97,56934910,171.00,174.23,170.12
218,10/31/2023,170.77,44846020,169.35,170.90,167.90
219,10/30/2023,170.29,51130960,169.02,171.17,168.87
220,10/27/2023,168.22,58499130,166.91,168.96,166.83
221,10/26/2023,166.89,70625260,170.37,171.3775,165.67
222,10/25/2023,171.10,57156960,171.88,173.06,170.65
223,10/24/2023,173.44,43816640,173.05,173.67,171.45
224,10/23/2023,173.00,55980110,170.91,174.01,169.93
225,10/20/2023,172.88,64244030,175.31,175.42,172.64
226,10/19/2023,175.46,59302860,176.04,177.84,175.19
227,10/18/2023,175.84,54764380,175.58,177.575,175.11
228,10/17/2023,177.15,57549350,176.645,178.42,174.80
229,10/16/2023,178.72,52516980,176.75,179.075,176.51
230,10/13/2023,178.85,51456080,181.42,181.93,178.14
231,10/12/2023,180.71,56743120,180.07,182.34,179.04
232,10/11/2023,179.80,47551100,178.20,179.85,177.60
233,10/10/2023,178.39,43698020,178.10,179.72,177.95
234,10/09/2023,178.99,42390770,176.81,179.05,175.80
235,10/06/2023,177.49,57266680,173.80,177.99,173.18
236,10/05/2023,174.91,48527920,173.79,175.45,172.68
237,10/04/2023,173.66,53020290,171.09,174.21,170.97
238,10/03/2023,172.40,49594610,172.255,173.63,170.82
239,10/02/2023,173.75,52164540,171.22,174.30,170.93
240,09/29/2023,171.21,51861080,172.02,173.07,170.341
241,09/28/2023,170.69,56294420,169.34,172.03,167.62
242,09/27/2023,170.43,66921810,172.62,173.04,169.05
243,09/26/2023,171.96,64588950,174.82,175.20,171.66
244,09/25/2023,176.08,46172740,174.20,176.97,174.15
245,09/22/2023,174.79,56725390,174.67,177.079,174.05
246,09/21/2023,173.93,63149120,174.55,176.30,173.86
247,09/20/2023,175.49,58436180,179.26,179.695,175.40
248,09/19/2023,179.07,51826940,177.52,179.63,177.13
249,09/18/2023,177.97,67257570,176.48,179.38,176.17
250,09/15/2023,175.01,109259500,176.48,176.495,173.82
251,09/14/2023,175.74,60895760,174.00,176.10,173.58
252,09/13/2023,174.21,84267930,176.51,177.30,173.98
253,09/12/2023,176.30,90370190,179.49,180.13,174.82
254,09/11/2023,179.36,58953050,180.07,180.30,177.34
255,09/08/2023,178.18,65602070,178.35,180.239,177.79
256,09/07/2023,177.56,112488800,175.18,178.21,173.54
257,09/06/2023,182.91,81755820,188.40,188.85,181.47
258,09/05/2023,189.70,45280030,188.28,189.98,187.61
259,09/01/2023,189.46,45766500,189.485,189.92,188.28
260,08/31/2023,187.87,60794470,187.84,189.12,187.48
261,08/30/2023,187.65,60813890,184.94,187.85,184.74
262,08/29/2023,184.12,53003950,179.695,184.90,179.50
263,08/28/2023,180.19,43820700,180.09,180.59,178.545
264,08/25/2023,178.61,51449590,177.38,179.15,175.82
265,08/24/2023,176.38,54945800,180.674,181.104,176.01
266,08/23/2023,181.12,52722750,178.52,181.55,178.325
267,08/22/2023,177.23,42084250,177.06,177.68,176.25
268,08/21/2023,175.84,46311880,175.07,176.13,173.735
269,08/18/2023,174.49,61172150,172.30,175.10,171.96
270,08/17/2023,174.00,66062880,177.14,177.5054,173.48
271,08/16/2023,176.57,46964860,177.13,178.54,176.50
272,08/15/2023,177.45,43622590,178.88,179.48,177.05
273,08/14/2023,179.46,43675630,177.97,179.69,177.305
274,08/11/2023,177.79,52036670,177.32,178.62,176.55
275,08/10/2023,177.97,54686850,179.48,180.75,177.60
276,08/09/2023,178.19,60378490,180.87,180.93,177.01
277,08/08/2023,179.80,67823000,179.69,180.27,177.58
278,08/07/2023,178.85,97576070,182.13,183.13,177.35
279,08/04/2023,181.99,115956800,185.52,187.38,181.92
280,08/03/2023,191.17,62243280,191.57,192.37,190.69
281,08/02/2023,192.58,50389330,195.04,195.18,191.8507
282,08/01/2023,195.605,35281430,196.235,196.73,195.28
283,07/31/2023,196.45,38824110,196.06,196.49,195.26
284,07/28/2023,195.83,48291440,194.67,196.626,194.14
285,07/27/2023,193.22,47460180,196.02,197.20,192.55
286,07/26/2023,194.50,47471870,193.67,195.64,193.32
287,07/25/2023,193.62,37283200,193.33,194.44,192.915
288,07/24/2023,192.75,45505100,193.41,194.91,192.25
289,07/21/2023,191.94,71951680,194.10,194.97,191.23
290,07/20/2023,193.13,59581200,195.09,196.47,192.495
291,07/19/2023,195.10,80507320,193.10,198.23,192.65
292,07/18/2023,193.73,48353770,193.35,194.33,192.415
293,07/17/2023,193.99,50520160,191.90,194.32,191.81
294,07/14/2023,190.69,41616240,190.23,191.1799,189.63
295,07/13/2023,190.54,41342340,190.50,191.19,189.78
296,07/12/2023,189.77,60750250,189.68,191.70,188.47
297,07/11/2023,188.08,46638120,189.16,189.30,186.60
298,07/10/2023,188.61,59922160,189.26,189.99,187.035
299,07/07/2023,190.68,46815000,191.41,192.67,190.24
300,07/06/2023,191.81,45156010,189.84,192.02,189.20
301,07/05/2023,191.33,46920260,191.565,192.98,190.62
302,07/03/2023,192.46,31346600,193.78,193.88,191.76
303,06/30/2023,193.97,85213220,191.63,194.48,191.26
304,06/29/2023,189.59,46347310,189.08,190.07,188.94
305,06/28/2023,189.25,51216800,187.93,189.90,187.60
306,06/27/2023,188.06,50730850,185.89,188.39,185.67
307,06/26/2023,185.27,48088660,186.83,188.05,185.23
308,06/23/2023,186.68,53117000,185.55,187.56,185.01
309,06/22/2023,187.00,51245330,183.74,187.045,183.67
310,06/21/2023,183.96,49515700,184.90,185.41,182.5901
311,06/20/2023,185.01,49799090,184.41,186.10,184.41
312,06/16/2023,184.92,101256200,186.73,186.99,184.27
313,06/15/2023,186.01,65433170,183.96,186.52,183.78
314,06/14/2023,183.95,57462880,183.37,184.39,182.02
315,06/13/2023,183.31,54929130,182.80,184.15,182.44
316,06/12/2023,183.79,54755000,181.27,183.89,180.97
317,06/09/2023,180.96,48899970,181.50,182.23,180.63
318,06/08/2023,180.57,50214880,177.895,180.84,177.46
319,06/07/2023,177.82,61944620,178.44,181.21,177.32
320,06/06/2023,179.21,64848370,179.965,180.12,177.43
321,06/05/2023,179.58,121946500,182.63,184.951,178.035
322,06/02/2023,180.95,61996910,181.03,181.78,179.26
323,06/01/2023,180.09,68901810,177.70,180.12,176.9306
324,05/31/2023,177.25,99625290,177.325,179.35,176.76
325,05/30/2023,177.30,55964400,176.96,178.99,176.57
326,05/26/2023,175.43,54834980,173.32,175.77,173.11
327,05/25/2023,172.99,56058260,172.41,173.895,171.69
328,05/24/2023,171.84,45143490,171.09,172.4183,170.52
329,05/23/2023,171.56,50747260,173.13,173.3794,171.275
330,05/22/2023,174.20,43570930,173.98,174.71,173.45
331,05/19/2023,175.16,55809480,176.39,176.39,174.94
332,05/18/2023,175.05,65496660,173.00,175.24,172.58
333,05/17/2023,172.69,57951600,171.71,172.925,170.4201
334,05/16/2023,172.07,42110290,171.99,173.1383,171.7991
335,05/15/2023,172.07,37266660,173.16,173.21,171.47
336,05/12/2023,172.57,45533140,173.62,174.06,171.00
337,05/11/2023,173.75,49514680,173.85,174.59,172.17
338,05/10/2023,173.555,53724500,173.02,174.03,171.90
339,05/09/2023,171.77,45326870,173.05,173.54,171.60
340,05/08/2023,173.50,55962790,172.48,173.85,172.11
341,05/05/2023,173.57,113453200,170.975,174.30,170.76
342,05/04/2023,165.79,81235430,164.89,167.04,164.31
343,05/03/2023,167.45,65136020,169.50,170.92,167.16
344,05/02/2023,168.54,48425700,170.09,170.35,167.54
345,05/01/2023,169.59,52472940,169.28,170.45,168.64
346,04/28/2023,169.68,55275850,168.49,169.85,167.8801
347,04/27/2023,168.41,64902330,165.19,168.56,165.19
348,04/26/2023,163.76,45498800,163.055,165.28,162.80
349,04/25/2023,163.77,48714060,165.19,166.305,163.73
350,04/24/2023,165.33,41949580,165.00,165.60,163.89
351,04/21/2023,165.02,58337340,165.05,166.4521,164.49
352,04/20/2023,166.65,52456380,166.09,167.87,165.56
353,04/19/2023,167.63,47720170,165.80,168.16,165.54
354,04/18/2023,166.47,49923010,166.10,167.41,165.65
355,04/17/2023,165.23,41516220,165.09,165.39,164.03
356,04/14/2023,165.21,49386480,164.59,166.32,163.82
357,04/13/2023,165.56,68445650,161.63,165.80,161.42
358,04/12/2023,160.10,50133060,161.22,162.06,159.78
359,04/11/2023,160.80,47644220,162.35,162.36,160.51
360,04/10/2023,162.03,47716880,161.42,162.03,160.08
361,04/06/2023,164.66,45390120,162.43,164.9584,162.00
362,04/05/2023,163.76,51511740,164.74,165.05,161.80
363,04/04/2023,165.63,46278300,166.595,166.84,165.11
364,04/03/2023,166.17,56976190,164.27,166.29,164.22
365,03/31/2023,164.90,68749790,162.44,165.00,161.91
366,03/30/2023,162.36,49501690,161.53,162.47,161.271
367,03/29/2023,160.77,51305690,159.37,161.05,159.35
368,03/28/2023,157.65,45992150,157.97,158.49,155.98
369,03/27/2023,158.28,52390270,159.94,160.77,157.87
370,03/24/2023,160.25,59256340,158.86,160.34,157.85
371,03/23/2023,158.93,67622060,158.83,161.5501,157.68
372,03/22/2023,157.83,75701810,159.30,162.14,157.81
373,03/21/2023,159.28,73938290,157.32,159.40,156.54
374,03/20/2023,157.40,73641420,155.07,157.82,154.15
375,03/17/2023,155.00,98944630,156.08,156.74,154.28
376,03/16/2023,155.85,76254420,152.16,156.46,151.64
377,03/15/2023,152.99,77167870,151.19,153.245,149.92
378,03/14/2023,152.59,73695890,151.28,153.40,150.10
379,03/13/2023,150.47,84457120,147.805,153.14,147.70
380,03/10/2023,148.50,68572400,150.21,150.94,147.6096
381,03/09/2023,150.59,53833580,153.559,154.535,150.225
382,03/08/2023,152.87,47204790,152.81,153.47,151.83
383,03/07/2023,151.60,56182030,153.70,154.0299,151.13
384,03/06/2023,153.83,87558030,153.785,156.30,153.46
385,03/03/2023,151.03,70732300,148.045,151.11,147.33
386,03/02/2023,145.91,52279760,144.38,146.71,143.90
387,03/01/2023,145.31,55478990,146.83,147.2285,145.01
388,02/28/2023,147.41,50547000,147.05,149.08,146.83
389,02/27/2023,147.92,44998470,147.71,149.17,147.45
390,02/24/2023,146.71,55469610,147.11,147.19,145.7202
391,02/23/2023,149.40,48394250,150.09,150.34,147.24
392,02/22/2023,148.91,51011310,148.87,149.95,147.16
393,02/21/2023,148.48,58867230,150.20,151.30,148.405
394,02/17/2023,152.55,59144120,152.35,153.00,150.85
395,02/16/2023,153.71,68167940,153.51,156.33,153.3475
396,02/15/2023,155.33,65669250,153.11,155.50,152.88
397,02/14/2023,153.20,61707570,152.12,153.77,150.86
398,02/13/2023,153.85,62199010,150.952,154.26,150.92
399,02/10/2023,151.01,57450710,149.46,151.3401,149.22
400,02/09/2023,150.87,56007140,153.775,154.33,150.42
401,02/08/2023,151.92,64120080,153.88,154.58,151.168
402,02/07/2023,154.65,83322550,150.64,155.23,150.64
403,02/06/2023,151.73,69858310,152.575,153.10,150.78
404,02/03/2023,154.50,154357300,148.03,157.38,147.83
405,02/02/2023,150.82,118339000,148.90,151.18,148.17
406,02/01/2023,145.43,77663630,143.97,146.61,141.32
407,01/31/2023,144.29,65874460,142.70,144.34,142.28
408,01/30/2023,143.00,64015270,144.955,145.55,142.85
409,01/27/2023,145.93,70555840,143.155,147.23,143.08
410,01/26/2023,143.96,54105070,143.17,144.25,141.90
411,01/25/2023,141.86,65799350,140.89,142.43,138.81
412,01/24/2023,142.53,66435140,140.305,143.16,140.30
413,01/23/2023,141.11,81760310,138.12,143.315,137.90
414,01/20/2023,137.87,80223630,135.28,138.02,134.22
415,01/19/2023,135.27,58280410,134.08,136.25,133.77
416,01/18/2023,135.21,69672800,136.815,138.61,135.03
417,01/17/2023,135.94,63646630,134.83,137.29,134.13
418,01/13/2023,134.76,57809720,132.03,134.92,131.66
419,01/12/2023,133.41,71379650,133.88,134.26,131.44
420,01/11/2023,133.49,69458950,131.25,133.51,130.46
421,01/10/2023,130.73,63896160,130.26,131.2636,128.12
422,01/09/2023,130.15,70790810,130.465,133.41,129.89
423,01/06/2023,129.62,87754720,126.01,130.29,124.89
424,01/05/2023,125.02,80962710,127.13,127.77,124.76
425,01/04/2023,126.36,89113630,126.89,128.6557,125.08
426,01/03/2023,125.07,112117500,130.28,130.90,124.17
427,12/30/2022,129.93,77034210,128.41,129.95,127.43
428,12/29/2022,129.61,75703710,127.99,130.4814,127.73
429,12/28/2022,126.04,85438390,129.67,131.0275,125.87
430,12/27/2022,130.03,69007830,131.38,131.41,128.72
431,12/23/2022,131.86,63814890,130.92,132.415,129.64
432,12/22/2022,132.23,77852110,134.352,134.56,130.30
433,12/21/2022,135.45,85927990,132.98,136.81,132.75
434,12/20/2022,132.30,77432820,131.39,133.25,129.89
435,12/19/2022,132.37,79592610,135.11,135.20,131.32
436,12/16/2022,134.51,160156900,136.685,137.65,133.73
437,12/15/2022,136.50,98931910,141.11,141.80,136.025
438,12/14/2022,143.21,82291180,145.35,146.655,141.16
439,12/13/2022,145.47,93886160,149.50,149.9692,144.24
440,12/12/2022,144.49,70462650,142.70,144.50,141.06
441,12/09/2022,142.16,76097010,142.34,145.57,140.90
442,12/08/2022,142.65,62128340,142.36,143.52,141.10
443,12/07/2022,140.94,69721090,142.19,143.37,140.00
444,12/06/2022,142.91,64727190,147.075,147.30,141.92
445,12/05/2022,146.63,68826440,147.77,150.9199,145.77
446,12/02/2022,147.81,65447450,145.96,148.00,145.65
447,12/01/2022,148.31,71250420,148.21,149.13,146.61
448,11/30/2022,148.03,111380900,141.395,148.72,140.55
449,11/29/2022,141.17,83763800,144.29,144.81,140.355
450,11/28/2022,144.22,69346520,145.14,146.64,143.38
451,11/25/2022,148.11,35195860,148.305,148.88,147.12
452,11/23/2022,151.07,58301400,149.45,151.83,149.34
453,11/22/2022,150.18,51804130,148.13,150.42,146.925
454,11/21/2022,148.01,58724070,150.16,150.37,147.715
455,11/18/2022,151.29,74829570,152.305,152.70,149.97
456,11/17/2022,150.72,80389400,146.43,151.48,146.15
457,11/16/2022,148.79,64218270,149.13,149.87,147.29
458,11/15/2022,150.04,89868330,152.215,153.59,148.5613
459,11/14/2022,148.28,73374110,148.97,150.28,147.43
460,11/11/2022,149.70,93979670,145.82,150.01,144.37
461,11/10/2022,146.87,118854000,141.24,146.87,139.50
462,11/09/2022,134.87,74917790,138.50,138.55,134.5933
463,11/08/2022,139.50,89908480,140.41,141.43,137.49
464,11/07/2022,138.92,83374630,137.11,139.145,135.671
465,11/04/2022,138.38,140814800,142.09,142.67,134.38
466,11/03/2022,138.88,97918520,142.06,142.80,138.75
467,11/02/2022,145.03,93604620,148.945,152.17,145.00
468,11/01/2022,150.65,80379350,155.08,155.45,149.13
469,10/31/2022,153.34,97943170,153.155,154.24,151.92
470,10/28/2022,155.74,164762400,148.20,157.50,147.82
471,10/27/2022,144.80,109180200,148.07,149.046,144.13
472,10/26/2022,149.35,88436170,150.96,151.99,148.04
473,10/25/2022,152.34,74732290,150.09,152.49,149.36
474,10/24/2022,149.45,75981920,147.185,150.23,146.00
475,10/21/2022,147.27,86548610,142.87,147.8479,142.649
476,10/20/2022,143.39,64521990,143.02,145.89,142.65
477,10/19/2022,143.86,61758340,141.69,144.9492,141.50
478,10/18/2022,143.75,99136610,145.49,146.70,140.61
479,10/17/2022,142.41,85250940,141.065,142.90,140.27
480,10/14/2022,138.38,88597970,144.31,144.52,138.19
481,10/13/2022,142.99,113224000,134.99,143.59,134.37
482,10/12/2022,138.34,70433740,139.13,140.36,138.16
483,10/11/2022,138.98,77033670,139.90,141.35,138.22
484,10/10/2022,140.42,74899000,140.42,141.89,138.5729
485,10/07/2022,140.09,85925560,142.54,143.10,139.445
486,10/06/2022,145.43,68402170,145.81,147.54,145.22
487,10/05/2022,146.40,79470970,144.075,147.38,143.01
488,10/04/2022,146.10,87830060,145.03,146.22,144.26
489,10/03/2022,142.45,114311700,138.21,143.07,137.685
490,09/30/2022,138.20,124925300,141.28,143.10,138.00
491,09/29/2022,142.48,128138200,146.10,146.72,140.68
492,09/28/2022,149.84,146691400,147.64,150.6414,144.84
493,09/27/2022,151.76,84442740,152.74,154.72,149.945
494,09/26/2022,150.77,93339410,149.66,153.7701,149.64
495,09/23/2022,150.43,96029910,151.19,151.47,148.56
496,09/22/2022,152.74,86652540,152.38,154.47,150.91
497,09/21/2022,153.72,101696800,157.34,158.74,153.60
498,09/20/2022,156.90,107689800,153.40,158.08,153.08
499,09/19/2022,154.48,81474250,149.31,154.56,149.10
500,09/16/2022,150.70,162278800,151.21,151.35,148.37
501,09/15/2022,152.37,90481110,154.65,155.24,151.38
502,09/14/2022,155.31,87965410,154.785,157.10,153.6106
503,09/13/2022,153.84,122656600,159.90,160.54,153.37
504,09/12/2022,163.43,104956000,159.59,164.26,159.30
505,09/09/2022,157.37,68081010,155.47,157.82,154.75
506,09/08/2022,154.46,84923850,154.64,156.36,152.68
507,09/07/2022,155.96,87449570,154.825,156.67,153.61
508,09/06/2022,154.53,73714840,156.47,157.09,153.69
509,09/02/2022,155.81,76957770,159.75,160.362,154.965
510,09/01/2022,157.96,74229900,156.64,158.42,154.67
511,08/31/2022,157.22,87991090,160.305,160.58,157.14
512,08/30/2022,158.91,77906200,162.13,162.56,157.72
513,08/29/2022,161.38,73313950,161.145,162.90,159.82
514,08/26/2022,163.62,78960980,170.57,171.05,163.56
515,08/25/2022,170.03,51218210,168.78,170.14,168.35
516,08/24/2022,167.53,53841520,167.32,168.11,166.245
517,08/23/2022,167.23,54147080,167.08,168.71,166.65
518,08/22/2022,167.57,69026810,169.69,169.86,167.135
519,08/19/2022,171.52,70346300,173.03,173.74,171.3101
520,08/18/2022,174.15,62290080,173.75,174.90,173.12
521,08/17/2022,174.55,79542040,172.77,176.15,172.57
522,08/16/2022,173.03,56377050,172.78,173.71,171.6618
523,08/15/2022,173.19,54091690,171.52,173.39,171.345
524,08/12/2022,172.10,68039380,169.82,172.17,169.40
